cell_id,weighted_population,historical_density,weighted_housing_units,log_density,log_pop,r_j,cluster_label
31,313.7609310686225,0.00042548204772249916,108.29469576101069,0.3545100356206462,5.751813401689548,-0.5886288065607787,2
32,44.41081014286241,0.0002704335049083681,18.314541783552567,0.23935818467395434,3.815750185577505,-0.2519582787974476,3
33,52.11776552210786,4.1466470752616446e-05,21.496096999513632,0.04062978797227178,3.9725114395640784,-0.48727031702299284,3
34,23.695605488826804,7.932716143978798e-05,9.92292784295232,0.07633784832495727,3.2066253123729904,-0.2728261033625641,3
35,3.0810915563550965,3.786069068717154e-05,1.9271252809798525,0.037161566379562375,1.4063644909564028,0.10812755665971598,7
36,1.8758528533410517,1.802890032722454e-06,1.173685402291922,0.0018012667772286657,1.0563492748993577,0.15445090570454745,7
37,1.0944864463541653,1.6226010294502088e-05,0.6850396921836306,0.016095775494983776,0.7393083903189233,0.24273378702674953,7
38,1.0,1.802890032722454e-06,0.2892884634755305,0.0018012667772286657,0.6931471805599453,0.23921199865400342,7
39,1.0,1.802890032722454e-06,0.0564407607720014,0.0018012667772286657,0.6931471805599453,0.23921199865400342,7
40,1.0,1.802890032722454e-06,0.0001602816494321,0.0018012667772286657,0.6931471805599453,0.23921199865400342,7
41,1.0,1.802890032722454e-06,2.0177765410495462e-05,0.0018012667772286657,0.6931471805599453,0.23921199865400342,7
42,1.0,1.802890032722454e-06,0.0128156596626336,0.0018012667772286657,0.6931471805599453,0.23921199865400342,7
43,46.096611659011906,0.0013611819747054528,16.15026162297811,0.8591623304002579,3.8522010591355063,0.3593392643241602,3
44,589.5605949325934,0.00037139534674082556,210.63649677700957,0.3158287227902002,6.381072246685329,-0.7741613305522255,6
45,390.50271038560425,0.0006544490818782508,141.20542461835095,0.5034680723715023,5.969992438486342,-0.49058758418344894,2
46,1131.1628019142518,0.002001207936321924,542.9764800572668,1.0990148530688284,7.031885066367771,-0.14285649931217215,6
47,27.167841326462906,0.00016406299297774333,11.617004832087162,0.15191646552341098,3.3381809487235263,-0.22794884965986206,3
